month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2026/02/01 05:00:00+00,Sunday,4,Commuter Rail,145027,36257,385
2026/02/01 05:00:00+00,Sunday,4,Ferry,511,128,386
2026/02/01 05:00:00+00,Sunday,4,The RIDE,5648,1412,387
2026/02/01 05:00:00+00,Total,28,Blue Line,1126984,40249,388
2026/02/01 05:00:00+00,Total,28,Orange Line,3194581,114092,389
2026/02/01 05:00:00+00,Total,28,Red Line,3488398,124586,390
2026/02/01 05:00:00+00,Total,28,Heavy Rail,7809962,278927,391
2026/02/01 05:00:00+00,Total,28,Green Line,3204087,114432,392
2026/02/01 05:00:00+00,Total,28,Mattapan Line,58917,2104,393
2026/02/01 05:00:00+00,Total,28,Light Rail,3263003,116536,394
2026/02/01 05:00:00+00,Total,28,Silver Line,688422,24586,395
2026/02/01 05:00:00+00,Total,28,Bus,6056477,216303,396
2026/02/01 05:00:00+00,Total,28,All Bus,6744899,240889,397
2026/02/01 05:00:00+00,Total,28,Commuter Rail,2219064,79252,398
2026/02/01 05:00:00+00,Total,28,Ferry,31311,1118,399
2026/02/01 05:00:00+00,Total,28,The RIDE,81344,2905,400
2025/12/01 05:00:00+00,Total,31,All Bus,7356471,237306,401
2025/12/01 05:00:00+00,Total,31,Commuter Rail,2682774,86541,402
2025/12/01 05:00:00+00,Total,31,Ferry,68078,2196,403
2025/12/01 05:00:00+00,Total,31,The RIDE,95438,3079,404
2025/11/01 04:00:00+00,Weekday,19,Blue Line,973326,51228,405
2025/11/01 04:00:00+00,Weekday,19,Orange Line,2792092,146952,406
2025/11/01 04:00:00+00,Weekday,19,Red Line,2946301,155068,407
2025/11/01 04:00:00+00,Weekday,19,Heavy Rail,6711718,353248,408
2025/11/01 04:00:00+00,Weekday,19,Green Line,2445954,128734,409
2025/11/01 04:00:00+00,Weekday,19,Mattapan Line,59702,3142,410
2025/11/01 04:00:00+00,Weekday,19,Light Rail,2505657,131877,411
2025/11/01 04:00:00+00,Weekday,19,Silver Line,575281,30278,412
2025/11/01 04:00:00+00,Weekday,19,Bus,5215920,274522,413
2025/11/01 04:00:00+00,Weekday,19,All Bus,5791201,304800,414
2025/11/01 04:00:00+00,Weekday,18,Commuter Rail,2009741,111652,415
2025/11/01 04:00:00+00,Weekday,18,Ferry,69967,3887,416
2025/11/01 04:00:00+00,Weekday,18,The RIDE,79191,4400,417
2025/11/01 04:00:00+00,Saturday,5,Blue Line,190543,38109,418
2025/11/01 04:00:00+00,Saturday,5,Orange Line,420420,84084,419
2025/11/01 04:00:00+00,Saturday,5,Red Line,535575,107115,420
2025/11/01 04:00:00+00,Saturday,5,Heavy Rail,1146537,229307,421
2025/11/01 04:00:00+00,Saturday,5,Green Line,593573,118715,422
2025/11/01 04:00:00+00,Saturday,5,Mattapan Line,9052,1810,423
2025/11/01 04:00:00+00,Saturday,5,Light Rail,602626,120525,424
2025/11/01 04:00:00+00,Saturday,5,Silver Line,121111,24222,425
2025/11/01 04:00:00+00,Saturday,5,Bus,788886,157777,426
2025/11/01 04:00:00+00,Saturday,5,All Bus,909997,181999,427
2025/11/01 04:00:00+00,Saturday,5,Commuter Rail,212184,42437,428
2025/11/01 04:00:00+00,Saturday,5,Ferry,3008,602,429
2025/11/01 04:00:00+00,Saturday,5,The RIDE,10094,2019,430
2025/11/01 04:00:00+00,Sunday,6,Blue Line,158569,26428,431
2025/11/01 04:00:00+00,Sunday,6,Orange Line,333160,55527,432
2025/11/01 04:00:00+00,Sunday,6,Red Line,437504,72917,433
2025/11/01 04:00:00+00,Sunday,6,Heavy Rail,929233,154872,434
2025/11/01 04:00:00+00,Sunday,6,Green Line,458231,76372,435
2025/11/01 04:00:00+00,Sunday,6,Mattapan Line,7504,1251,436
2025/11/01 04:00:00+00,Sunday,6,Light Rail,465735,77622,437
2025/11/01 04:00:00+00,Sunday,6,Silver Line,105634,17606,438
2025/11/01 04:00:00+00,Sunday,6,Bus,629414,104902,439
2025/11/01 04:00:00+00,Sunday,6,All Bus,735048,122508,440
2025/11/01 04:00:00+00,Sunday,5,Commuter Rail,197030,39406,441
2025/11/01 04:00:00+00,Sunday,5,Ferry,1753,351,442
2025/11/01 04:00:00+00,Sunday,5,The RIDE,9550,1910,443
2025/11/01 04:00:00+00,Total,30,Blue Line,1322437,44081,444
2025/11/01 04:00:00+00,Total,30,Orange Line,3545672,118189,445
2025/11/01 04:00:00+00,Total,30,Red Line,3919380,130646,446
2025/11/01 04:00:00+00,Total,30,Heavy Rail,8787488,292916,447
2025/11/01 04:00:00+00,Total,30,Green Line,3497758,116592,448
2025/11/01 04:00:00+00,Total,30,Mattapan Line,76259,2542,449
2025/11/01 04:00:00+00,Total,30,Light Rail,3574017,119134,450
2025/08/01 04:00:00+00,Total,31,Orange Line,3223479,103983,451
2025/08/01 04:00:00+00,Total,31,Red Line,3920817,126478,452
2025/08/01 04:00:00+00,Total,31,Heavy Rail,8475070,273389,453
2025/08/01 04:00:00+00,Total,31,Green Line,3508039,113163,454
2025/08/01 04:00:00+00,Total,31,Mattapan Line,73696,2377,455
2025/08/01 04:00:00+00,Total,31,Light Rail,3581734,115540,456
2025/08/01 04:00:00+00,Total,31,Silver Line,886641,28601,457
2025/08/01 04:00:00+00,Total,31,Bus,6810972,219709,458
2025/08/01 04:00:00+00,Total,31,All Bus,7697613,248310,459
2025/08/01 04:00:00+00,Total,31,Commuter Rail,2406218,77620,460
2025/08/01 04:00:00+00,Total,31,Ferry,205932,6643,461
2025/08/01 04:00:00+00,Total,31,The RIDE,103359,3334,462
2025/07/01 04:00:00+00,Weekday,22,Blue Line,1136434,51656,463
2025/07/01 04:00:00+00,Weekday,22,Orange Line,2834073,128822,464
2025/07/01 04:00:00+00,Weekday,22,Red Line,3122514,141932,465
2025/07/01 04:00:00+00,Weekday,22,Heavy Rail,7093022,322410,466
2025/07/01 04:00:00+00,Weekday,22,Green Line,2799144,127234,467
2025/07/01 04:00:00+00,Weekday,22,Mattapan Line,63055,2866,468
2025/07/01 04:00:00+00,Weekday,22,Light Rail,2862199,130100,469
2025/07/01 04:00:00+00,Weekday,22,Silver Line,696608,31664,470
2025/07/01 04:00:00+00,Weekday,22,Bus,5789137,263143,471
2025/07/01 04:00:00+00,Weekday,22,All Bus,6485744,294807,472
2025/07/01 04:00:00+00,Saturday,4,Blue Line,170317,42579,473
2025/07/01 04:00:00+00,Saturday,4,Orange Line,277603,69401,474
2025/07/01 04:00:00+00,Saturday,4,Red Line,305571,76393,475
2025/07/01 04:00:00+00,Saturday,4,Heavy Rail,753492,188373,476
2025/07/01 04:00:00+00,Saturday,4,Green Line,400752,100188,477
2025/07/01 04:00:00+00,Saturday,4,Mattapan Line,6229,1557,478
2025/07/01 04:00:00+00,Saturday,4,Light Rail,406981,101745,479
2025/07/01 04:00:00+00,Saturday,4,Silver Line,85199,21300,480
2025/07/01 04:00:00+00,Saturday,4,Bus,664557,166139,481
2025/07/01 04:00:00+00,Saturday,4,All Bus,749756,187439,482
2025/07/01 04:00:00+00,Sunday,5,Blue Line,159878,31976,483
2025/07/01 04:00:00+00,Sunday,5,Orange Line,273996,54799,484
2025/07/01 04:00:00+00,Sunday,5,Red Line,309780,61956,485
2025/07/01 04:00:00+00,Sunday,5,Heavy Rail,743655,148731,486
2025/07/01 04:00:00+00,Sunday,5,Green Line,391579,78316,487
2025/07/01 04:00:00+00,Sunday,5,Mattapan Line,5780,1156,488
2025/07/01 04:00:00+00,Sunday,5,Light Rail,397358,79472,489
2025/07/01 04:00:00+00,Sunday,5,Silver Line,93350,18670,490
2025/07/01 04:00:00+00,Sunday,5,Bus,587169,117434,491
2025/07/01 04:00:00+00,Sunday,5,All Bus,680520,136104,492
2025/07/01 04:00:00+00,Total,31,Blue Line,1466630,47311,493
2025/07/01 04:00:00+00,Total,31,Orange Line,3385673,109215,494
2025/07/01 04:00:00+00,Total,31,Red Line,3737865,120576,495
2025/07/01 04:00:00+00,Total,31,Heavy Rail,8590168,277102,496
2025/07/01 04:00:00+00,Total,31,Green Line,3591475,115854,497
2025/07/01 04:00:00+00,Total,31,Mattapan Line,75063,2421,498
2025/07/01 04:00:00+00,Total,31,Light Rail,3666538,118275,499
2025/07/01 04:00:00+00,Total,31,Silver Line,875157,28231,500
2025/10/01 04:00:00+00,Total,31,Mattapan Line,89362,2883,501
2025/10/01 04:00:00+00,Total,31,Light Rail,4026521,129888,502
2025/10/01 04:00:00+00,Total,31,Silver Line,903141,29134,503
2025/10/01 04:00:00+00,Total,31,Bus,7701111,248423,504
2025/10/01 04:00:00+00,Total,31,All Bus,8604252,277557,505
2025/10/01 04:00:00+00,Total,31,Commuter Rail,2706289,87300,506
2025/10/01 04:00:00+00,Total,31,Ferry,121766,3928,507
2025/10/01 04:00:00+00,Total,31,The RIDE,111178,3586,508
2025/09/01 04:00:00+00,Weekday,21,Blue Line,1099501,52357,509
2025/09/01 04:00:00+00,Weekday,21,Orange Line,2992062,142479,510
2025/09/01 04:00:00+00,Weekday,21,Red Line,3260741,155273,511
2025/09/01 04:00:00+00,Weekday,21,Heavy Rail,7352304,350110,512
2025/09/01 04:00:00+00,Weekday,21,Green Line,2639466,125689,513
2025/09/01 04:00:00+00,Weekday,21,Mattapan Line,68954,3284,514
2025/09/01 04:00:00+00,Weekday,21,Light Rail,2708420,128972,515
2025/09/01 04:00:00+00,Weekday,21,Silver Line,660513,31453,516
2025/09/01 04:00:00+00,Weekday,21,Bus,6144515,292596,517
2025/09/01 04:00:00+00,Weekday,21,All Bus,6805028,324049,518
2025/09/01 04:00:00+00,Weekday,21,Commuter Rail,2116817,100801,519
2025/09/01 04:00:00+00,Weekday,21,Ferry,124072,5908,520
2025/09/01 04:00:00+00,Weekday,22,The RIDE,87417,3974,521
2025/09/01 04:00:00+00,Saturday,4,Blue Line,114891,28723,522
2025/09/01 04:00:00+00,Saturday,4,Orange Line,259435,64859,523
2025/09/01 04:00:00+00,Saturday,4,Red Line,388066,97016,524
2025/09/01 04:00:00+00,Saturday,4,Heavy Rail,762392,190598,525
2025/09/01 04:00:00+00,Saturday,4,Green Line,446227,111557,526
2025/09/01 04:00:00+00,Saturday,4,Mattapan Line,7103,1776,527
2025/09/01 04:00:00+00,Saturday,4,Light Rail,453330,113332,528
2025/09/01 04:00:00+00,Saturday,4,Silver Line,95163,23791,529
2025/09/01 04:00:00+00,Saturday,4,Bus,669675,167419,530
2025/09/01 04:00:00+00,Saturday,4,All Bus,764838,191210,531
2025/09/01 04:00:00+00,Saturday,4,Commuter Rail,147563,36891,532
2025/09/01 04:00:00+00,Saturday,4,Ferry,21185,5296,533
2025/09/01 04:00:00+00,Saturday,4,The RIDE,8538,2134,534
2025/09/01 04:00:00+00,Sunday,5,Blue Line,129083,25817,535
2025/09/01 04:00:00+00,Sunday,5,Orange Line,274779,54956,536
2025/09/01 04:00:00+00,Sunday,5,Red Line,401757,80351,537
2025/09/01 04:00:00+00,Sunday,5,Heavy Rail,805618,161124,538
2025/09/01 04:00:00+00,Sunday,5,Green Line,462369,92474,539
2025/09/01 04:00:00+00,Sunday,5,Mattapan Line,6536,1307,540
2025/09/01 04:00:00+00,Sunday,5,Light Rail,468905,93781,541
2025/09/01 04:00:00+00,Sunday,5,Silver Line,95666,19133,542
2025/09/01 04:00:00+00,Sunday,5,Bus,592355,118471,543
2025/09/01 04:00:00+00,Sunday,5,All Bus,688021,137604,544
2025/09/01 04:00:00+00,Sunday,4,Commuter Rail,131896,32974,545
2025/09/01 04:00:00+00,Sunday,4,Ferry,10783,2696,546
2025/09/01 04:00:00+00,Sunday,4,The RIDE,7310,1828,547
2025/09/01 04:00:00+00,Total,30,Blue Line,1343475,44782,548
2025/09/01 04:00:00+00,Total,30,Orange Line,3526275,117542,549
2025/09/01 04:00:00+00,Total,30,Red Line,4050564,135019,550
2025/06/01 04:00:00+00,Total,30,All Bus,7666026,255534,551
2025/06/01 04:00:00+00,Total,30,Commuter Rail,2424304,80810,552
2025/06/01 04:00:00+00,Total,30,Ferry,201521,6717,553
2025/06/01 04:00:00+00,Total,30,The RIDE,103354,3445,554
2025/05/01 04:00:00+00,Weekday,21,Blue Line,1047734,49892,555
2025/05/01 04:00:00+00,Weekday,21,Orange Line,2496139,118864,556
2025/05/01 04:00:00+00,Weekday,21,Red Line,3082936,146806,557
2025/05/01 04:00:00+00,Weekday,21,Heavy Rail,6626809,315562,558
2025/05/01 04:00:00+00,Weekday,21,Green Line,2820709,134319,559
2025/05/01 04:00:00+00,Weekday,21,Mattapan Line,57093,2719,560
2025/05/01 04:00:00+00,Weekday,21,Light Rail,2877802,137038,561
2025/05/01 04:00:00+00,Weekday,21,Silver Line,672420,32020,562
2025/05/01 04:00:00+00,Weekday,21,Bus,5831329,277682,563
2025/05/01 04:00:00+00,Weekday,21,All Bus,6503749,309702,564
2025/05/01 04:00:00+00,Weekday,21,Commuter Rail,2182010,103905,565
2025/05/01 04:00:00+00,Weekday,21,Ferry,101108,4815,566
2025/05/01 04:00:00+00,Weekday,22,The RIDE,89496,4068,567
2025/05/01 04:00:00+00,Saturday,5,Blue Line,185218,37044,568
2025/05/01 04:00:00+00,Saturday,5,Orange Line,352754,70551,569
2025/05/01 04:00:00+00,Saturday,5,Red Line,486354,97271,570
2025/05/01 04:00:00+00,Saturday,5,Heavy Rail,1024326,204865,571
2025/05/01 04:00:00+00,Saturday,5,Green Line,570250,114050,572
2025/05/01 04:00:00+00,Saturday,5,Mattapan Line,7799,1560,573
2025/05/01 04:00:00+00,Saturday,5,Light Rail,578049,115610,574
2025/05/01 04:00:00+00,Saturday,5,Silver Line,105933,21187,575
2025/05/01 04:00:00+00,Saturday,5,Bus,794167,158833,576
2025/05/01 04:00:00+00,Saturday,5,All Bus,900100,180020,577
2025/05/01 04:00:00+00,Saturday,5,Commuter Rail,171379,34276,578
2025/05/01 04:00:00+00,Saturday,5,Ferry,10502,2100,579
2025/05/01 04:00:00+00,Saturday,5,The RIDE,10415,2083,580
2025/05/01 04:00:00+00,Sunday,5,Blue Line,156433,31287,581
2025/05/01 04:00:00+00,Sunday,5,Orange Line,313620,62724,582
2025/05/01 04:00:00+00,Sunday,5,Red Line,404990,80998,583
2025/05/01 04:00:00+00,Sunday,5,Heavy Rail,875042,175008,584
2025/05/01 04:00:00+00,Sunday,5,Green Line,463475,92695,585
2025/05/01 04:00:00+00,Sunday,5,Mattapan Line,6141,1228,586
2025/05/01 04:00:00+00,Sunday,5,Light Rail,469617,93923,587
2025/05/01 04:00:00+00,Sunday,5,Silver Line,96925,19385,588
2025/05/01 04:00:00+00,Sunday,5,Bus,588487,117697,589
2025/05/01 04:00:00+00,Sunday,5,All Bus,685412,137082,590
2025/05/01 04:00:00+00,Sunday,4,Commuter Rail,136019,34005,591
2025/05/01 04:00:00+00,Sunday,4,Ferry,8133,2033,592
2025/05/01 04:00:00+00,Sunday,4,The RIDE,8092,2023,593
2025/05/01 04:00:00+00,Total,31,Blue Line,1389385,44819,594
2025/05/01 04:00:00+00,Total,31,Orange Line,3162513,102017,595
2025/05/01 04:00:00+00,Total,31,Red Line,3974280,128203,596
2025/05/01 04:00:00+00,Total,31,Heavy Rail,8526178,275038,597
2025/05/01 04:00:00+00,Total,31,Green Line,3854434,124337,598
2025/05/01 04:00:00+00,Total,31,Mattapan Line,71033,2291,599
2025/05/01 04:00:00+00,Total,31,Light Rail,3925468,126628,600
2025/05/01 04:00:00+00,Total,31,Silver Line,875279,28235,601
2025/05/01 04:00:00+00,Total,31,Bus,7213983,232709,602
2025/05/01 04:00:00+00,Total,31,All Bus,8089261,260944,603
2025/05/01 04:00:00+00,Total,31,Commuter Rail,2523747,81411,604
2025/05/01 04:00:00+00,Total,31,Ferry,119743,3863,605
2025/05/01 04:00:00+00,Total,31,The RIDE,108022,3485,606
2025/04/01 04:00:00+00,Weekday,22,Blue Line,1097776,49899,607
2025/04/01 04:00:00+00,Weekday,22,Orange Line,2927914,133087,608
2025/04/01 04:00:00+00,Weekday,22,Red Line,3011303,136877,609
2025/04/01 04:00:00+00,Weekday,22,Heavy Rail,7036993,319863,610
2025/04/01 04:00:00+00,Weekday,22,Green Line,3142464,142839,611
2025/04/01 04:00:00+00,Weekday,22,Mattapan Line,82,4,612
2025/04/01 04:00:00+00,Weekday,22,Light Rail,3142546,142843,613
2025/04/01 04:00:00+00,Weekday,22,Silver Line,669824,30447,614
2025/04/01 04:00:00+00,Weekday,22,Bus,6090801,276855,615
2025/04/01 04:00:00+00,Weekday,22,All Bus,6760626,307301,616
2025/04/01 04:00:00+00,Weekday,21,Commuter Rail,2159152,102817,617
2025/04/01 04:00:00+00,Weekday,21,Ferry,100735,4797,618
2025/04/01 04:00:00+00,Weekday,22,The RIDE,90816,4128,619
2025/04/01 04:00:00+00,Saturday,4,Blue Line,145884,36471,620
2025/04/01 04:00:00+00,Saturday,4,Orange Line,361289,90322,621
2025/04/01 04:00:00+00,Saturday,4,Red Line,392089,98022,622
2025/04/01 04:00:00+00,Saturday,4,Heavy Rail,899262,224816,623
2025/04/01 04:00:00+00,Saturday,4,Green Line,505317,126329,624
2025/04/01 04:00:00+00,Saturday,4,Mattapan Line,6,2,625
2025/04/01 04:00:00+00,Saturday,4,Light Rail,505323,126331,626
2025/04/01 04:00:00+00,Saturday,4,Silver Line,82657,20664,627
2025/04/01 04:00:00+00,Saturday,4,Bus,625605,156401,628
2025/04/01 04:00:00+00,Saturday,4,All Bus,708262,177066,629
2025/04/01 04:00:00+00,Saturday,4,Commuter Rail,142285,35571,630
2025/04/01 04:00:00+00,Saturday,4,Ferry,2766,692,631
2025/04/01 04:00:00+00,Saturday,4,The RIDE,8352,2088,632
2025/04/01 04:00:00+00,Sunday,4,Blue Line,114310,28578,633
2025/04/01 04:00:00+00,Sunday,4,Orange Line,267408,66852,634
2025/04/01 04:00:00+00,Sunday,4,Red Line,284058,71014,635
2025/04/01 04:00:00+00,Sunday,4,Heavy Rail,665776,166444,636
2025/04/01 04:00:00+00,Sunday,4,Green Line,384973,96243,637
2025/04/01 04:00:00+00,Sunday,4,Mattapan Line,1,0,638
2025/04/01 04:00:00+00,Sunday,4,Light Rail,384975,96244,639
2025/04/01 04:00:00+00,Sunday,4,Silver Line,69789,17447,640
2025/04/01 04:00:00+00,Sunday,4,Bus,435702,108926,641
2025/04/01 04:00:00+00,Sunday,4,All Bus,505491,126373,642
2025/04/01 04:00:00+00,Sunday,4,Commuter Rail,127647,31912,643
2025/04/01 04:00:00+00,Sunday,4,Ferry,1932,483,644
2025/04/01 04:00:00+00,Sunday,4,The RIDE,8148,2037,645
2025/04/01 04:00:00+00,Total,30,Blue Line,1357970,45266,646
2025/04/01 04:00:00+00,Total,30,Orange Line,3556612,118554,647
2025/04/01 04:00:00+00,Total,30,Red Line,3687450,122915,648
2025/04/01 04:00:00+00,Total,30,Heavy Rail,8602032,286734,649
2025/04/01 04:00:00+00,Total,30,Green Line,4032754,134425,650
2025/09/01 04:00:00+00,Total,30,Heavy Rail,8920314,297344,651
2025/09/01 04:00:00+00,Total,30,Green Line,3548062,118269,652
2025/09/01 04:00:00+00,Total,30,Mattapan Line,82594,2753,653
2025/09/01 04:00:00+00,Total,30,Light Rail,3630656,121022,654
2025/09/01 04:00:00+00,Total,30,Silver Line,851342,28378,655
2025/09/01 04:00:00+00,Total,30,Bus,7406545,246885,656
2025/09/01 04:00:00+00,Total,30,All Bus,8257887,275263,657
2025/09/01 04:00:00+00,Total,30,Commuter Rail,2433393,81113,658
2025/09/01 04:00:00+00,Total,30,Ferry,160148,5338,659
2025/09/01 04:00:00+00,Total,30,The RIDE,103265,3442,660
2025/08/01 04:00:00+00,Weekday,21,Blue Line,1005595,47885,661
2025/08/01 04:00:00+00,Weekday,21,Orange Line,2662369,126779,662
2025/08/01 04:00:00+00,Weekday,21,Red Line,3021821,143896,663
2025/08/01 04:00:00+00,Weekday,21,Heavy Rail,6689785,318561,664
2025/08/01 04:00:00+00,Weekday,21,Green Line,2573175,122532,665
2025/08/01 04:00:00+00,Weekday,21,Mattapan Line,58250,2774,666
2025/08/01 04:00:00+00,Weekday,21,Light Rail,2631425,125306,667
2025/08/01 04:00:00+00,Weekday,21,Silver Line,662230,31535,668
2025/08/01 04:00:00+00,Weekday,21,Bus,5385739,256464,669
2025/08/01 04:00:00+00,Weekday,21,All Bus,6047969,287999,670
2025/08/01 04:00:00+00,Weekday,21,Commuter Rail,2061687,98176,671
2025/08/01 04:00:00+00,Weekday,21,Ferry,145033,6906,672
2025/08/01 04:00:00+00,Weekday,21,The RIDE,82803,3943,673
2025/08/01 04:00:00+00,Saturday,5,Blue Line,181009,36202,674
2025/08/01 04:00:00+00,Saturday,5,Orange Line,315531,63106,675
2025/08/01 04:00:00+00,Saturday,5,Red Line,499778,99956,676
2025/08/01 04:00:00+00,Saturday,5,Heavy Rail,996317,199263,677
2025/08/01 04:00:00+00,Saturday,5,Green Line,516579,103316,678
2025/08/01 04:00:00+00,Saturday,5,Mattapan Line,8725,1745,679
2025/08/01 04:00:00+00,Saturday,5,Light Rail,525305,105061,680
2025/08/01 04:00:00+00,Saturday,5,Silver Line,117596,23519,681
2025/08/01 04:00:00+00,Saturday,5,Bus,824982,164996,682
2025/08/01 04:00:00+00,Saturday,5,All Bus,942578,188516,683
2025/08/01 04:00:00+00,Saturday,5,Commuter Rail,176342,35268,684
2025/08/01 04:00:00+00,Saturday,5,Ferry,34126,6825,685
2025/08/01 04:00:00+00,Saturday,5,The RIDE,10790,2158,686
2025/08/01 04:00:00+00,Sunday,5,Blue Line,144170,28834,687
2025/08/01 04:00:00+00,Sunday,5,Orange Line,245579,49116,688
2025/08/01 04:00:00+00,Sunday,5,Red Line,399218,79844,689
2025/08/01 04:00:00+00,Sunday,5,Heavy Rail,788967,157793,690
2025/08/01 04:00:00+00,Sunday,5,Green Line,418284,83657,691
2025/08/01 04:00:00+00,Sunday,5,Mattapan Line,6721,1344,692
2025/08/01 04:00:00+00,Sunday,5,Light Rail,425005,85001,693
2025/08/01 04:00:00+00,Sunday,5,Silver Line,106814,21363,694
2025/08/01 04:00:00+00,Sunday,5,Bus,600251,120050,695
2025/08/01 04:00:00+00,Sunday,5,All Bus,707065,141413,696
2025/08/01 04:00:00+00,Sunday,5,Commuter Rail,168189,33638,697
2025/08/01 04:00:00+00,Sunday,5,Ferry,26773,5355,698
2025/08/01 04:00:00+00,Sunday,5,The RIDE,9760,1952,699
2025/08/01 04:00:00+00,Total,31,Blue Line,1330773,42928,700
2025/07/01 04:00:00+00,Total,31,Bus,7040863,227125,701
2025/07/01 04:00:00+00,Total,31,All Bus,7916020,255355,702
2025/06/01 04:00:00+00,Weekday,21,Blue Line,788734,37559,703
2025/06/01 04:00:00+00,Weekday,21,Orange Line,2517710,119891,704
2025/06/01 04:00:00+00,Weekday,21,Red Line,3046098,145052,705
2025/06/01 04:00:00+00,Weekday,21,Heavy Rail,6352542,302502,706
2025/06/01 04:00:00+00,Weekday,21,Green Line,2558483,121833,707
2025/06/01 04:00:00+00,Weekday,21,Mattapan Line,63673,3032,708
2025/06/01 04:00:00+00,Weekday,21,Light Rail,2622156,124865,709
2025/06/01 04:00:00+00,Weekday,21,Silver Line,676598,32219,710
2025/06/01 04:00:00+00,Weekday,21,Bus,5606075,266956,711
2025/06/01 04:00:00+00,Weekday,21,All Bus,6282673,299175,712
2025/06/01 04:00:00+00,Weekday,20,Commuter Rail,2038789,101939,713
2025/06/01 04:00:00+00,Weekday,20,Ferry,156021,7801,714
2025/06/01 04:00:00+00,Weekday,21,The RIDE,84693,4033,715
2025/06/01 04:00:00+00,Saturday,4,Blue Line,86239,21560,716
2025/06/01 04:00:00+00,Saturday,4,Orange Line,268610,67152,717
2025/06/01 04:00:00+00,Saturday,4,Red Line,371596,92899,718
2025/06/01 04:00:00+00,Saturday,4,Heavy Rail,726446,181612,719
2025/06/01 04:00:00+00,Saturday,4,Green Line,387872,96968,720
2025/06/01 04:00:00+00,Saturday,4,Mattapan Line,7055,1764,721
2025/06/01 04:00:00+00,Saturday,4,Light Rail,394927,98732,722
2025/06/01 04:00:00+00,Saturday,4,Silver Line,83647,20912,723
2025/06/01 04:00:00+00,Saturday,4,Bus,619146,154786,724
2025/06/01 04:00:00+00,Saturday,4,All Bus,702794,175698,725
2025/06/01 04:00:00+00,Saturday,4,Commuter Rail,135770,33942,726
2025/06/01 04:00:00+00,Saturday,4,Ferry,17205,4301,727
2025/06/01 04:00:00+00,Saturday,4,The RIDE,8620,2155,728
2025/06/01 04:00:00+00,Sunday,5,Blue Line,99943,19989,729
2025/06/01 04:00:00+00,Sunday,5,Orange Line,244291,48858,730
2025/06/01 04:00:00+00,Sunday,5,Red Line,370849,74170,731
2025/06/01 04:00:00+00,Sunday,5,Heavy Rail,715084,143017,732
2025/06/01 04:00:00+00,Sunday,5,Green Line,384175,76835,733
2025/06/01 04:00:00+00,Sunday,5,Mattapan Line,6979,1396,734
2025/06/01 04:00:00+00,Sunday,5,Light Rail,391154,78231,735
2025/06/01 04:00:00+00,Sunday,5,Silver Line,97924,19585,736
2025/06/01 04:00:00+00,Sunday,5,Bus,582634,116527,737
2025/06/01 04:00:00+00,Sunday,5,All Bus,680558,136112,738
2025/06/01 04:00:00+00,Sunday,5,Commuter Rail,162604,32521,739
2025/06/01 04:00:00+00,Sunday,5,Ferry,22789,4558,740
2025/06/01 04:00:00+00,Sunday,5,The RIDE,10025,2005,741
2025/06/01 04:00:00+00,Total,30,Blue Line,974916,32497,742
2025/06/01 04:00:00+00,Total,30,Orange Line,3030611,101020,743
2025/06/01 04:00:00+00,Total,30,Red Line,3788543,126285,744
2025/06/01 04:00:00+00,Total,30,Heavy Rail,7794071,259802,745
2025/06/01 04:00:00+00,Total,30,Green Line,3330530,111018,746
